Parent MNE	Headquarters of Parent MNE	Number of Affiliates	Number of Domains	Number of Jurisdictions declared in Annual Reporting	Number of Jurisdictions with a Physical Presence	Number of Jurisdictions with Presence	International Share	C3	C5	HHI	AD	AE	AF	AG	AI	AL	AM	AN	AO	AR	AS	AT	AU	AW	AZ	BA	BB	BD	BE	BF	BG	BH	BI	BJ	BM	BN	BO	BR	BS	BT	BV	BW	BY	BZ	CA	CC	CD	CF	CG	CH	CI	CK	CL	CM	CN	CO	CR	CU	CV	CW	CX	CY	CZ	DE	DJ	DK	DM	DO	DZ	EC	EE	EG	EH	ER	ES	ET	FI	FJ	FK	FM	FO	FR	GA	GB	GD	GE	GF	GG	GH	GI	GL	GM	GN	GP	GQ	GR	GS	GT	GU	GW	GY	HK	HN	HR	HT	HU	ID	IE	IL	IM	IN	IQ	IR	IS	IT	JE	JM	JO	JP	KE	KG	KH	KI	KM	KN	KR	KW	KY	KZ	LA	LB	LC	LI	LK	LR	LS	LT	LU	LV	LY	MA	MC	MD	ME	MF	MG	MH	MK	ML	MM	MN	MO	MP	MQ	MR	MS	MT	MU	MV	MW	MX	MY	MZ	NC	NE	NF	NG	NI	NL	NO	NP	NR	NU	NZ	OM	PA	PE	PF	PG	PH	PK	PL	PM	PN	PR	PS	PT	PY	QA	RE	RO	RS	RU	RW	SA	SB	SC	SD	SE	SG	SH	SI	SK	SL	SM	SN	SO	SR	ST	SV	SX	SY	SZ	TC	TD	TG	TH	TJ	TK	TL	TM	TN	TO	TR	TT	TV	TW	TZ	UA	UG	US	UY	UZ	VC	VE	VG	VI	VN	VU	WF	WS	XK	YE	YT	ZA	ZM	ZW
Monster Beverage Corp	US	71	16	38	39	39	0,633802817	0,436619718	0,492957746	0,146201151	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Annual Reporting	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Annual Reporting	Not found	Annual Reporting	Annual Reporting	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Annual Reporting	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Annual Reporting	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Annual Reporting	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Physical	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Annual Reporting	Not found	Annual Reporting	Not found	Annual Reporting	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found
Moodys Corp	US	215	55	45	45	46	0,837209302	0,36744186	0,479069767	0,064878313	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Annual Reporting	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Digital	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Annual Reporting	Not found	Annual Reporting	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Annual Reporting	Annual Reporting	Annual Reporting	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Annual Reporting	Annual Reporting	Annual Reporting	Not found	Annual Reporting	Not found	Not found	Not found	Annual Reporting	Annual Reporting	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Annual Reporting	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Annual Reporting	Not found	Not found	Annual Reporting	Not found	Annual Reporting	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found
Morgan Stanley	US	1071	51	9	45	45	0,411764706	0,755368814	0,803921569	0,363363646	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Physical	Not found	Not found	Physical	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Physical	Not found	Not found	Physical	Not found	Not found	Not found	Not found	Not found	Not found	Physical	Not found	Not found	Not found	Not found	Physical	Not found	Not found	Physical	Not found	Physical	Not found	Not found	Not found	Not found	Not found	Not found	Physical	Physical	Physical	Not found	Physical	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Physical	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Physical	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Physical	Physical	Physical	Physical	Not found	Physical	Not found	Not found	Not found	Physical	Physical	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Physical	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Physical	Not found	Not found	Physical	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Physical	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Physical	Not found	Not found	Not found	Not found	Not found	Not found	Physical	Not found	Not found	Not found	Not found	Not found	Physical	Not found	Physical	Not found	Not found	Not found	Physical	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Physical	Not found	Not found	Not found	Not found	Not found	Not found	Physical	Not found	Not found	Physical	Not found	Physical	Not found	Annual Reporting	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Physical	Not found	Not found	Not found	Not found	Not found	Not found	Physical	Not found	Not found
Muenchener Rueckversicherungs Gesellschaft AG in Muenchen	DE	743	202	41	49	51	0,641991925	0,586810229	0,693135935	0,167381881	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Physical	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Annual Reporting	Physical	Not found	Physical	Not found	Not found	Not found	Physical	Annual Reporting	Annual Reporting	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Annual Reporting	Physical	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Physical	Not found	Annual Reporting	Not found	Annual Reporting	Not found	Annual Reporting	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Annual Reporting	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Annual Reporting	Not found	Annual Reporting	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Digital	Annual Reporting	Not found	Digital	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Physical	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Physical	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found
Murata Manufacturing Co Ltd	JP	67	10	18	20	20	0,582089552	0,656716418	0,746268657	0,213633326	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Physical	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Physical	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found
NK Lukoil PAO	RU	72	45	7	18	27	0,5	0,680555556	0,777777778	0,276234568	Not found	Digital	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Digital	Not found	Not found	Not found	Physical	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Physical	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Physical	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Physical	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Digital	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Physical	Not found	Not found	Not found	Not found	Not found	Not found	Digital	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Digital	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Physical	Digital	Not found	Not found	Not found	Digital	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Physical	Physical	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Digital	Digital	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Physical	Not found	Not found	Not found	Not found	Not found	Not found	Physical	Not found	Not found	Not found	Not found	Physical	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found
NK Rosneft	RU	51	8	6	6	6	0,098039216	0,941176471	0,980392157	0,815455594	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found
NVIDIA Corp	US	48	83	21	22	41	0,854166667	0,458333333	0,583333333	0,091145833	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Digital	Annual Reporting	Not found	Not found	Not found	Physical	Not found	Digital	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Digital	Annual Reporting	Not found	Digital	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Digital	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Digital	Not found	Not found	Annual Reporting	Not found	Annual Reporting	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Digital	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Digital	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Digital	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Digital	Not found	Not found	Not found	Not found	Not found	Not found	Digital	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Digital	Not found	Digital	Not found	Not found	Not found	Not found	Not found	Digital	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Digital	Not found	Not found	Not found	Not found	Not found	Not found	Digital	Not found	Not found	Digital	Not found	Digital	Not found	Annual Reporting	Not found	Not found	Not found	Digital	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found
NXP Semiconductors NV	NL	93	18	32	33	33	0,903225806	0,301075269	0,397849462	0,051451035	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Physical	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Annual Reporting	Not found	Annual Reporting	Annual Reporting	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found
Naspers Ltd	ZA	62	163	13	17	57	0,774193548	0,64516129	0,758064516	0,159209157	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Digital	Digital	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Digital	Not found	Digital	Digital	Digital	Not found	Not found	Not found	Digital	Annual Reporting	Not found	Not found	Not found	Not found	Digital	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Digital	Not found	Not found	Not found	Not found	Not found	Digital	Physical	Not found	Not found	Not found	Not found	Not found	Digital	Not found	Digital	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Digital	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Digital	Not found	Not found	Not found	Annual Reporting	Digital	Digital	Not found	Not found	Digital	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Digital	Not found	Digital	Not found	Not found	Not found	Not found	Not found	Not found	Digital	Not found	Digital	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Digital	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Digital	Not found	Not found	Not found	Annual Reporting	Digital	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Digital	Digital	Digital	Not found	Not found	Annual Reporting	Digital	Physical	Not found	Not found	Not found	Not found	Annual Reporting	Digital	Digital	Not found	Annual Reporting	Not found	Digital	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Annual Reporting	Not found	Digital	Digital	Not found	Not found	Not found	Not found	Not found	Not found	Digital	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Digital	Digital	Digital	Physical	Digital	Digital	Not found	Digital	Physical	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found
National Australia Bank Ltd	AU	63	82	2	9	9	0,46031746	0,825396825	0,936507937	0,343915344	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Physical	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Physical	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Physical	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Physical	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Physical	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Annual Reporting	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Physical	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Physical	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found	Not found
